26131168,http://www.basenotes.net/ID26131168.html,https://www.fragrantica.com/perfume/Honore-des-Pres/Sexy-Angelic-5161.html
26131169,http://www.basenotes.net/ID26131169.html,
26149706,http://www.basenotes.net/ID26149706.html,https://www.fragrantica.com/perfume/Givenchy/Dahlia-Divin-Le-Nectar-de-Parfum-38582.html
26146164,http://www.basenotes.net/ID26146164.html,https://www.fragrantica.com/perfume/Jean-Patou/Vacances-10489.html
26149704,http://www.basenotes.net/ID26149704.html,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Quercia-38674.html
26131160,http://www.basenotes.net/ID26131160.html,https://www.fragrantica.com/perfume/Demeter-Fragrance/Vintage-Naturals-2009-Mimosa-6248.html
26131161,http://www.basenotes.net/ID26131161.html,
26131162,http://www.basenotes.net/ID26131162.html,https://www.fragrantica.com/perfume/Demeter-Fragrance/Vintage-Naturals-2009-Geranium-6245.html
26131163,http://www.basenotes.net/ID26131163.html,https://www.fragrantica.com/perfume/Demeter-Fragrance/Vintage-Naturals-2009-Patchouli-6249.html
26127888,http://www.basenotes.net/ID26127888.html,
26131165,http://www.basenotes.net/ID26131165.html,https://www.fragrantica.com/perfume/Honore-des-Pres/Chaman-s-Party-5162.html
26131166,http://www.basenotes.net/ID26131166.html,
26131167,http://www.basenotes.net/ID26131167.html,https://www.fragrantica.com/perfume/Honore-des-Pres/Honore-s-Trip-5160.html
26125486,http://www.basenotes.net/ID26125486.html,
26120358,http://www.basenotes.net/ID26120358.html,
26125956,http://www.basenotes.net/ID26125956.html,https://www.fragrantica.com/perfume/Sonia-Rykiel/Belle-en-Rykiel-1475.html
26125485,http://www.basenotes.net/ID26125485.html,https://www.fragrantica.com/perfume/Claus-Porto/Musgo-Real-Agua-de-Colonia-No-1-Orange-Amber-20709.html
26125482,http://www.basenotes.net/ID26125482.html,
26134108,http://www.basenotes.net/ID26134108.html,
26125952,http://www.basenotes.net/ID26125952.html,https://www.fragrantica.com/perfume/Herm-s/Hermessence-Paprika-Brasil-2675.html
26125481,http://www.basenotes.net/ID26125481.html,
10210062,http://www.basenotes.net/ID10210062.html,https://www.fragrantica.com/perfume/Andy-Warhol/Marilyn-Rouge-5526.html
